,xgb_tuned,lgb_tuned,catboost,rf_tuned,extra_trees
day_type_encoded,0.044905685,0.036411690777783064,0.13055927952453994,0.0031738744872418525,0.005068739161177703
time_type_주간,0.024002092,0.01448709807516408,0.025106677884545854,0.0008830585372461204,0.0009715701034020879
time_type_오후,0.01562154,0.011844067187346772,0.05756343851684381,0.0011622644613238958,0.0017563689829997351
time_type_야간,0.0066066594,0.005856859735088925,0.009666600757591882,0.0011595654518955082,0.0011726293532342365
time_type_오전,0.0,0.0,0.00013728316123254943,7.0381769650825866e-06,1.605982229536268e-05
LOCAL_UE_CNT_RAT,0.10504798,0.1043895645237238,0.047945423435356196,0.005794208583904035,0.004513667809098574
gender_target_female,0.005430566,0.004610534635723118,0.0015954844188306016,0.00026160369343737085,0.0005981207464122954
gender_target_male,0.01234934,0.009127753719533777,0.0031340557685912078,0.00032343078352628995,0.0006750830382964744
young_ratio,0.08793433,0.10273397715001906,0.034864622192344305,0.0030617111697505573,0.0019952131448839833
MCT_TYPE_분식간편식,0.00082588865,0.0012261390608312751,0.0028063928973509106,0.00043750805873639517,0.0008934372837591652
MCT_TYPE_양식,0.0036081611,0.0015057785555336414,0.00136940175987844,0.0008618642882916866,0.0011185572323627148
MCT_TYPE_기타단품특수,0.010574229,0.000790322772070943,0.022442409435043217,0.004114878026378347,0.005635287854905897
MCT_TYPE_한식,0.0025856683,0.007928615834291657,0.003440311391177064,0.0005706512263234945,0.0017922976721709261
MCT_TYPE_육류구이고기,0.054252774,0.006959366974424611,0.011519833250005482,0.004414384484315122,0.0038973074482184277
MCT_TYPE_카페디저트,0.019800313,0.007208979518200934,0.03216875575123169,0.005913450694405091,0.007677961834426499
MCT_TYPE_일식,0.0036562753,0.002149540714211795,0.009214657690513429,0.0007792884560483811,0.0012248776004001607
MCT_TYPE_주점술집,0.0033519324,0.0,0.00025955168299104014,0.00010356043636905088,0.00022690764787094392
MCT_TYPE_해산물,0.0,0.0008563739721835409,0.0,0.00017587256950089684,0.000526356798987949
MCT_TYPE_탕찌개,0.00051139673,0.0,0.0,0.0002578702976762982,0.0004886533934328355
MCT_TYPE_탕국면류,0.0074285804,0.0,0.0,0.0001112026782658204,0.00026891976244424945
MCT_TYPE_중식,0.018289126,0.010544499856215927,0.003569966189540253,0.0008126021757926031,0.0009924722480390725
MCT_TYPE_동남아아시아,0.0012391163,0.0,4.060771875790713e-05,9.567075328813181e-06,2.700405736962519e-05
MCT_TYPE_죽,0.0,0.0,2.415449117609329e-05,3.2620443286995685e-06,1.3182093213930003e-05
MCT_TYPE_뷔페,0.0,0.0,0.0,3.138383913340653e-06,1.953278533635294e-05
Latitude,0.15347105,0.1578569472627307,0.06408002401361462,0.0027804622501806514,0.00137841831512453
Longitude,0.14256436,0.13904544908468258,0.10477031768166928,0.006312925885855996,0.0011393040448192018
time_type_주간_MCT_TYPE_분식간편식_interact,0.0025023294,0.0032477297344255685,0.0007967535490161333,0.0003242729014905747,0.0004284538197983741
time_type_주간_MCT_TYPE_양식_interact,0.0012832509,0.0,0.00010127198969467894,6.337927967027097e-05,8.469090999039207e-05
time_type_주간_MCT_TYPE_기타단품특수_interact,0.003759676,0.003318816100879995,0.00426305056081491,0.00029392031338742406,0.0004781099513237154
time_type_주간_MCT_TYPE_한식_interact,0.0023125813,0.0,0.0025184284266040464,0.00021051115544275055,0.000508748904466106
time_type_주간_MCT_TYPE_육류구이고기_interact,0.0,0.0,3.2685437946622194e-05,3.09848726889729e-05,4.389516610706547e-05
time_type_주간_MCT_TYPE_카페디저트_interact,0.0050390796,0.00474234283090008,0.0006509631187317172,0.0013060171002110738,0.002528426763440475
time_type_주간_MCT_TYPE_일식_interact,0.0,0.0,0.0,6.32239572187076e-06,2.4593711925919495e-05
time_type_주간_MCT_TYPE_주점술집_interact,0.0057670497,0.0,0.0001904678671276282,4.4125362727986775e-05,0.00010010593632431836
time_type_주간_MCT_TYPE_해산물_interact,0.000713478,0.0,0.0004308243588549341,6.49150477498642e-05,8.269924924065672e-05
time_type_주간_MCT_TYPE_탕찌개_interact,0.0017634167,0.0016837409195294638,0.0,0.00010361766254133277,0.0001487004047448459
time_type_주간_MCT_TYPE_탕국면류_interact,0.0061118454,0.0,0.0008311150085431835,9.200777737348996e-05,0.00022662997155923218
time_type_주간_MCT_TYPE_중식_interact,0.0,0.0,0.0001784800284807423,1.090872580627916e-05,4.360150773504028e-05
time_type_주간_MCT_TYPE_동남아아시아_interact,0.0,0.0,7.988782946361893e-06,1.3889653277080898e-07,2.791759865432363e-06
time_type_주간_MCT_TYPE_죽_interact,0.0,0.0,0.0,0.0,2.545931483557632e-06
time_type_주간_MCT_TYPE_뷔페_interact,0.0,0.0,0.0,0.0,7.67411717273721e-06
time_type_오후_MCT_TYPE_분식간편식_interact,0.00043475733,0.0003193983276857771,0.00013725676722331845,7.035374897448068e-05,0.0001647935048012649
time_type_오후_MCT_TYPE_양식_interact,0.010239489,0.009585339023874309,0.0016128373998175825,0.0008639797528493338,0.0013923474509827847
time_type_오후_MCT_TYPE_기타단품특수_interact,0.00898445,0.004281288622733356,0.0023793237048889073,0.00040169653781711094,0.0005067221371958871
time_type_오후_MCT_TYPE_한식_interact,0.0053170784,0.0034183842373343883,0.004947048572447623,0.00021653355520857175,0.0005054574464980468
time_type_오후_MCT_TYPE_육류구이고기_interact,0.0023275542,0.0020592943077142323,0.0012264800298681414,0.0009119681153241535,0.001800142169270042
time_type_오후_MCT_TYPE_카페디저트_interact,0.002077113,0.0,0.0,0.00017764543935971106,0.00033865350061880445
time_type_오후_MCT_TYPE_일식_interact,0.00021409096,0.0008090110305912454,0.00042435900562883975,7.977444090417686e-05,6.674471820453507e-05
time_type_오후_MCT_TYPE_주점술집_interact,0.0017419115,0.0,0.0,1.602677378437601e-05,9.996547291390573e-05
