,xgb_tuned,lgb_tuned,catboost,rf_tuned,extra_trees
day_type_encoded,0.27556336,0.3600665991066163,0.17762701159857702,0.005043483301082253,0.006850665256889814
time_type_주간,0.023461938,0.038110792790309246,0.029355069631166714,0.0006704547170529422,0.0009223242529675874
time_type_오후,0.04513582,0.04244862651908332,0.05351441579276686,0.0014498028375085296,0.0022640463530611966
time_type_야간,0.010068411,0.019651972897547488,0.009334701080814472,0.000355794647348155,0.000563154922970027
time_type_오전,0.0,0.0,8.074251923492464e-05,3.631404335227466e-06,2.160868736679382e-05
LOCAL_UE_CNT_RAT,0.15874523,0.13227431757697264,0.019943066808923583,0.0024103476035681123,0.0019077884161255174
gender_target_female,0.0022042624,0.0,0.0009358727111281922,0.00012062694633685646,0.00020426706029405653
gender_target_male,0.01304413,0.015010871233307781,0.006313448568969382,0.0002780815581950087,0.0007304674043705191
young_ratio,0.1690154,0.15337561811109798,0.03234048330559911,0.002619796940789816,0.001337446647123528
MCT_TYPE_분식간편식,0.0006715187,0.0005030996123045847,0.0012966371107591876,0.00014261704314040143,0.0002201377143206714
MCT_TYPE_양식,0.00079272105,0.0005868547006853082,0.0003726296182294224,0.00020405060333047128,0.0002806114310927655
MCT_TYPE_기타단품특수,0.0051644025,0.0025398083707361204,0.006076246344974202,0.0007412816570300596,0.0009098919931623808
MCT_TYPE_한식,0.0048457272,0.008616489358225947,0.008380649380008365,0.00043463663473048244,0.0014574391372433398
MCT_TYPE_육류구이고기,0.0058293347,0.008394177337572147,0.004224372079149626,0.00115136819256296,0.0009294172821439925
MCT_TYPE_카페디저트,0.009828499,0.0007343922074127311,0.00833537573403925,0.00173483889829938,0.001976862612165752
MCT_TYPE_일식,0.002802981,0.0003548344868868774,0.007346026415424998,0.0005678384345518203,0.0008664218884048621
MCT_TYPE_주점술집,0.019912535,0.024857884010353763,0.0005127412859544275,0.00011525798794938437,0.00027363188432590475
MCT_TYPE_해산물,0.00090868934,0.00022036389318283298,0.0,0.00010280544092390004,0.00023033752477226563
