feature,importance
time_type_야간_MCT_TYPE_탕찌개_interact,1.4508964805789677e-05
gender_target_male_MCT_TYPE_중식_interact,1.4242806603626654e-05
gender_target_female_MCT_TYPE_한식_interact,1.4223636722286132e-05
time_type_야간_MCT_TYPE_양식_interact,1.3391116793756506e-05
time_type_주간_MCT_TYPE_주점술집_interact,1.174242196157777e-05
time_type_주간_MCT_TYPE_일식_interact,1.0705592210320837e-05
gender_target_male_MCT_TYPE_카페디저트_interact,9.776546900360915e-06
MCT_TYPE_뷔페,8.661021668875565e-06
gender_target_male_MCT_TYPE_해산물_interact,8.05185290451967e-06
Latitude_MCT_TYPE_동남아아시아_interact,7.4260198975471666e-06
time_type_야간_MCT_TYPE_해산물_interact,7.308740796649332e-06
Longitude_MCT_TYPE_동남아아시아_interact,6.635638658375661e-06
gender_target_male_MCT_TYPE_일식_interact,6.054298411918027e-06
time_type_오후_MCT_TYPE_동남아아시아_interact,5.583407526414586e-06
time_type_야간_MCT_TYPE_중식_interact,4.923946259249558e-06
MCT_TYPE_동남아아시아,4.708457851967736e-06
location_cluster,4.5343108313173646e-06
gender_target_male_MCT_TYPE_양식_interact,3.7952769984080557e-06
time_type_오후_MCT_TYPE_뷔페_interact,2.7846336515497144e-06
Latitude_MCT_TYPE_죽_interact,2.5392693161444132e-06
gender_target_female_MCT_TYPE_중식_interact,2.466166448151164e-06
gender_target_female_MCT_TYPE_일식_interact,2.3393518814840724e-06
Longitude_MCT_TYPE_죽_interact,2.319004937294313e-06
MCT_TYPE_죽,1.9899545780256445e-06
gender_target_female_MCT_TYPE_분식간편식_interact,1.829483700108045e-06
time_type_주간_MCT_TYPE_뷔페_interact,1.2401790514162853e-06
time_type_주간_MCT_TYPE_동남아아시아_interact,1.1211849537201702e-06
gender_target_male_MCT_TYPE_분식간편식_interact,8.556939924138794e-07
time_type_오후_MCT_TYPE_죽_interact,5.421980341316239e-07
time_type_주간_MCT_TYPE_죽_interact,1.7066178289908254e-07
time_type_야간_MCT_TYPE_탕국면류_interact,1.6589437861564735e-08
time_type_오전_MCT_TYPE_해산물_interact,0.0
time_type_오전_MCT_TYPE_카페디저트_interact,0.0
time_type_오전_MCT_TYPE_일식_interact,0.0
gender_target_male_MCT_TYPE_동남아아시아_interact,0.0
gender_target_male_MCT_TYPE_탕국면류_interact,0.0
gender_target_female_MCT_TYPE_동남아아시아_interact,0.0
gender_target_female_MCT_TYPE_죽_interact,0.0
gender_target_female_MCT_TYPE_뷔페_interact,0.0
gender_target_female_MCT_TYPE_해산물_interact,0.0
gender_target_female_MCT_TYPE_탕찌개_interact,0.0
time_type_오전_MCT_TYPE_뷔페_interact,0.0
time_type_오전_MCT_TYPE_중식_interact,0.0
time_type_오전_MCT_TYPE_동남아아시아_interact,0.0
time_type_오전_MCT_TYPE_죽_interact,0.0
gender_target_female_MCT_TYPE_육류구이고기_interact,0.0
gender_target_female_MCT_TYPE_주점술집_interact,0.0
gender_target_female_MCT_TYPE_탕국면류_interact,0.0
time_type_오전_MCT_TYPE_탕찌개_interact,0.0
