,xgb_tuned,lgb_tuned,catboost,rf_tuned,extra_trees
day_type_encoded,0.07248703,0.11322693580575453,0.0335019509546943,0.004046036093145693,0.0053686385874699635
time_type_주간,0.012051401,0.005929712192887899,0.025078453798913602,0.0009087005259944897,0.00121898928033957
time_type_오후,0.0129542025,0.016712958237616787,0.030310650614810836,0.0011126629129967521,0.0017863509200724001
time_type_야간,0.013020732,0.005040575994210233,0.007224048592361932,0.0005444123746150371,0.0010424316251576248
time_type_오전,0.002923823,0.0,0.00012891400218006415,5.6019880205063504e-06,2.1893374353623497e-05
LOCAL_UE_CNT_RAT,0.06550251,0.10592171913902615,0.015777941648824432,0.0027865141004163652,0.0015444949770417246
gender_target_female,0.004149833,0.0034223051374240193,0.0011739914065986817,0.0001346496125775664,0.00028910251107920187
gender_target_male,0.008456999,0.025218707640066805,0.004850999868037672,0.0005368716079462031,0.0009049780093649573
young_ratio,0.08293454,0.09216862583965449,0.019939832909329915,0.00185278221291927,0.0009811819301956133
MCT_TYPE_분식간편식,0.0011470924,0.0013524247570218624,0.0014696710062300656,0.00017632345056636665,0.00035308937172735165
MCT_TYPE_양식,0.0025025546,0.0015971172664999524,0.0009116241790351362,0.0002322891490238807,0.0004235406100779654
MCT_TYPE_기타단품특수,0.0023786193,0.0023789112761439073,0.006763986332847507,0.0011011419820223852,0.0011666138814008695
MCT_TYPE_한식,0.0038918434,0.00233911484274551,0.0037400714028278325,0.0004534254275894594,0.0010083773352097041
MCT_TYPE_육류구이고기,0.0031753425,0.0010764452882738858,0.004297368408622191,0.0015851849597089995,0.0011221435971859508
MCT_TYPE_카페디저트,0.005054835,0.0011633766506020013,0.010330366803669238,0.002125674260269422,0.0025440217006106568
MCT_TYPE_일식,0.011377684,0.002067493400672658,0.009402821716250238,0.0015117512769625098,0.0025392342547495067
MCT_TYPE_주점술집,0.0010514852,0.0,0.0007870307353183196,6.173312458245535e-05,0.00011391430165920672
MCT_TYPE_해산물,0.0012076979,0.002427171939390531,0.0,9.524396919494143e-05,0.00011999784106723811
MCT_TYPE_탕찌개,0.0016070874,0.0008020827327547666,0.0,0.00010970089955306,0.0001671579717847119
MCT_TYPE_탕국면류,0.0006505478,0.0016851941441795482,0.0,0.00013471370871656393,0.0002788732285920697
MCT_TYPE_중식,0.0021956826,0.0003316929501845192,0.0026905379032145125,0.0005680096551530285,0.0007177031267991302
MCT_TYPE_동남아아시아,0.00014859253,0.0,4.7709216915689946e-05,4.567692763795088e-06,1.1937912899495514e-05
MCT_TYPE_죽,0.00024942725,0.0,4.2908837509042155e-05,1.3018794299007233e-05,1.758047969570526e-05
MCT_TYPE_뷔페,0.0,0.0,0.0,2.708003096942306e-06,1.0498572965751836e-05
Latitude,0.08394029,0.11051479227660417,0.05485473452465245,0.0019897196199234034,0.0009888127526079531
Longitude,0.09797976,0.09666836148033468,0.03742075701194302,0.0030077992372876993,0.0005637226555569695
time_type_주간_MCT_TYPE_분식간편식_interact,0.0005346043,0.0,0.0006196190530394082,9.220833783395713e-05,0.00014521256145148904
time_type_주간_MCT_TYPE_양식_interact,0.0012543753,0.0,0.0002121778135351158,9.118097123039875e-05,0.0001506832390395558
time_type_주간_MCT_TYPE_기타단품특수_interact,0.010644124,0.014721808221450654,0.0028435964839399496,0.00030946922302621424,0.0005701163267505441
time_type_주간_MCT_TYPE_한식_interact,0.004503946,0.0013243290986815442,0.0030828331613006847,0.00021957474782191496,0.00025033041708652276
time_type_주간_MCT_TYPE_육류구이고기_interact,0.0,0.0,6.122778848439946e-05,1.6959907359039037e-05,1.633204443026505e-05
time_type_주간_MCT_TYPE_카페디저트_interact,0.0072362064,0.007376722773583139,0.0015163732135160771,0.0006469534304707668,0.0009418158306136884
time_type_주간_MCT_TYPE_일식_interact,2.0673742e-05,0.0,0.0,1.927658949802147e-05,3.475249534771069e-05
time_type_주간_MCT_TYPE_주점술집_interact,0.0,0.0,0.00010942083157143628,1.4199989905399458e-05,4.2919025949744015e-05
time_type_주간_MCT_TYPE_해산물_interact,0.009442251,0.009522446249257759,0.0009680659419400796,0.0002073595679421416,0.00040974119798857213
time_type_주간_MCT_TYPE_탕찌개_interact,0.0005057589,0.0,0.0,4.6475768005051554e-05,8.542641458578003e-05
time_type_주간_MCT_TYPE_탕국면류_interact,0.0028531211,0.0,0.0007149076419324839,0.00011601182199922144,0.0002747217197954099
time_type_주간_MCT_TYPE_중식_interact,0.003537178,0.0012279204650110535,0.00037117696757177685,7.960260847111693e-05,0.0001943140843202952
time_type_주간_MCT_TYPE_동남아아시아_interact,0.0,0.0,7.219690291280189e-06,1.117492167987941e-07,2.0978233396439336e-06
time_type_주간_MCT_TYPE_죽_interact,0.0,0.0,0.0,0.0,4.338781171580714e-06
time_type_주간_MCT_TYPE_뷔페_interact,0.0,0.0,0.0,0.0,1.104433269423785e-06
time_type_오후_MCT_TYPE_분식간편식_interact,0.00022066418,0.0,5.594832956974351e-05,2.498169679143073e-05,5.417051511158049e-05
time_type_오후_MCT_TYPE_양식_interact,0.0028100144,0.0048020818550721,0.0014077725868887792,0.00027392590959726465,0.0004876741280831712
time_type_오후_MCT_TYPE_기타단품특수_interact,0.016348543,0.011459036869780573,0.003928614364601995,0.00029445222834857904,0.0008401210946380154
time_type_오후_MCT_TYPE_한식_interact,0.004506004,0.000960029057083344,0.0031749157130941913,0.0001672937697892238,0.00030144125585059825
time_type_오후_MCT_TYPE_육류구이고기_interact,0.0042138095,0.001953444859540539,0.0010822021646505473,0.0003205012163905486,0.00043586685013830354
time_type_오후_MCT_TYPE_카페디저트_interact,0.0050599747,0.005661701090182546,0.0,0.00017458404995736014,0.0003031572282430186
time_type_오후_MCT_TYPE_일식_interact,0.0012269495,0.0030893599591799536,0.00067173319782861,0.0003280267327291418,0.00035326073737120044
time_type_오후_MCT_TYPE_주점술집_interact,0.0,0.0,0.0,3.860295936399016e-06,1.798969074266549e-05
time_type_오후_MCT_TYPE_해산물_interact,0.0046881516,0.0024202935767029883,0.00022426105967749538,0.0001304378174289551,0.00039424264184485596
time_type_오후_MCT_TYPE_탕찌개_interact,0.013063726,0.018959442587579714,0.0007682518214551953,0.00014231181383312798,0.000287012918472962
time_type_오후_MCT_TYPE_탕국면류_interact,0.00061732496,0.000787106163146315,0.0,1.62881405169883e-05,3.243110050736818e-05
time_type_오후_MCT_TYPE_중식_interact,0.0,0.0,0.00042782579703307745,5.356155513189642e-05,4.2208518477388186e-05
time_type_오후_MCT_TYPE_동남아아시아_interact,6.8931586e-05,0.0,0.0,1.7811125374041303e-06,3.949197699005327e-06
time_type_오후_MCT_TYPE_죽_interact,0.0,0.0,0.0,0.0,6.937849966022876e-06
